trip_uuid,source_center,destination_center,data,route_type,route_schedule_uuid,source_name,destination_name,trip_creation_time,od_start_time,od_end_time,scan_count,actual_minutes_segsum,osrm_minutes_segsum,osrm_km_segsum,actual_minutes_cummax,actual_minutes_summary,osrm_minutes_summary,osrm_km_summary,actual_minutes,osrm_minutes,osrm_km,reconstruction_source,reconstruction_gap_min,start_hour,day_of_week,is_weekend,time_of_day,delay_ratio,delay_minutes,delay_ratio_w,split,corridor_id,promise_factor,promised_minutes,late_threshold_minutes,is_late,excess_minutes,is_late_raw,excess_minutes_raw,observed_route_type,eta_FTL,transport_cost_FTL,eta_Carting,transport_cost_Carting,late_minutes_FTL,generalised_cost_FTL,late_minutes_Carting,generalised_cost_Carting,recommended_route_type,in_overlap_band,would_switch,eta_minutes_saved_by_ftl,ftl_cost_premium_inr,generalised_saving_inr,distance_band
trip-153817259045362090,IND177033AAA,IND160002AAC,test,FTL,thanos::sroute:b875794e-3217-4047-a603-7a02d8e70f55,Nadaun_Ward6_D (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab),2018-09-28 22:09:50.453894,2018-09-29 07:35:56.910590,2018-09-29 22:01:49.155342,8,791.0,197.0,212.1361,795.0,795.0,202.0,212.136,795.0,202.0,212.136,summary_row,4.0,7,Saturday,1,morning,3.9356435643564356,593.0,3.9356435643564356,test,IND177033AAA->IND160002AAC,2.1655443581417426,437.439960344632,503.0559543963268,1,291.9440456036732,1,552.6,FTL,463.6613893713546,9288.351999999999,447.4382566428562,9609.712,0.0,16243.272840570316,0.0,16321.285849642842,FTL,False,False,-16.2231327284984,-321.3600000000006,0.0,150-300km
trip-153836492135280209,IND344022AAB,IND344001AAA,test,FTL,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,Balotra_BsnoiHPL_D (Rajasthan),Barmer_Nehru3PL_D (Rajasthan),2018-10-01 03:35:21.353049,2018-10-01 06:29:58.932771,2018-10-01 08:12:01.833964,4,88.0,66.0,95.8949,89.0,89.0,68.0,95.8949,89.0,68.0,95.8949,summary_row,1.0,6,Monday,0,morning,1.3088235294117647,21.0,1.3088235294117647,test,IND344022AAB->IND344001AAA,1.7567017145022261,119.45571658615138,137.3740740740741,0,0.0,1,7.400000000000006,FTL,100.06647244227455,5568.6368,100.05719530219599,4727.585800000001,0.0,7069.633886634118,0.0,6228.443729532941,FTL,False,False,-0.009277140078552293,841.0509999999995,0.0,75-150km
trip-153836492135280209,IND345021AAA,IND342301AAA,test,FTL,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,Pokhran_SttinDPP_D (Rajasthan),Phalodi_PalikDPP_D (Rajasthan),2018-10-01 03:35:21.353049,2018-10-01 13:37:47.669659,2018-10-01 14:54:22.489909,3,63.0,44.0,62.120000000000005,63.0,63.0,44.0,62.12,63.0,44.0,62.12,summary_row,0.0,13,Monday,0,afternoon,1.4318181818181819,19.0,1.4318181818181819,test,IND345021AAA->IND342301AAA,1.717391304347826,75.56521739130434,86.89999999999999,0,0.0,1,10.200000000000003,FTL,64.36776962710117,4487.84,67.62087578896083,3309.04,0.0,5453.356544406518,0.0,4323.353136834412,Carting,True,True,3.2531061618596624,1178.8000000000002,1130.003407572106,25-75km
trip-153836492135280209,IND342301AAA,IND342005AAD,test,FTL,thanos::sroute:8a6d78dc-4752-4bc6-9dee-8394a3a40a92,Phalodi_PalikDPP_D (Rajasthan),Jodhpur_Basni_I (Rajasthan),2018-10-01 03:35:21.353049,2018-10-01 14:54:22.489909,2018-10-02 04:22:36.804733,6,765.0,125.0,169.516,767.0,767.0,128.0,169.5159,767.0,128.0,169.5159,summary_row,2.0,14,Monday,0,afternoon,5.9921875,639.0,5.9921875,test,IND342301AAA->IND342005AAD,4.420665190288713,565.8451443569553,650.7219160104986,1,116.2780839895014,1,613.4,FTL,689.3931524734273,7924.5088,591.767179215993,7819.667799999999,38.67123646292873,19618.899363303914,0.0,16696.175488239896,FTL,False,False,-97.62597325743434,104.84100000000035,0.0,150-300km
trip-153860909786408355,IND384205AAA,IND384170AAA,test,FTL,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,Mehsana_Panchot_IP (Gujarat),Unjha_DC (Gujarat),2018-10-03 23:24:57.864330,2018-10-03 23:24:57.864330,2018-10-04 00:21:58.203266,2,50.0,28.0,28.2656,50.0,50.0,28.0,28.2656,50.0,28.0,28.2656,summary_row,0.0,23,Wednesday,0,night,1.7857142857142858,22.0,1.7857142857142858,test,IND384205AAA->IND384170AAA,1.6349206349206349,45.77777777777778,52.64444444444444,0,0.0,1,16.4,FTL,39.56361679395108,3404.4992,39.56361679395108,1887.1552,0.0,3997.9534519092663,0.0,2480.609451909266,Carting,True,True,0.0,1517.3440000000003,1517.344,25-75km
trip-153860909786408355,IND384170AAA,IND384265AAB,test,FTL,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,Unjha_DC (Gujarat),Patan_Central_D_2 (Gujarat),2018-10-03 23:24:57.864330,2018-10-04 00:21:58.203266,2018-10-04 00:53:48.545694,2,31.0,24.0,27.1192,31.0,31.0,24.0,27.1193,31.0,24.0,27.1193,summary_row,0.0,0,Thursday,0,late_night,1.2916666666666667,7.0,1.2916666666666667,test,IND384170AAA->IND384265AAB,1.5807291666666667,37.9375,43.628125,0,0.0,1,2.200000000000003,FTL,30.98176082309937,3367.8176,33.14366209233974,1839.0106,0.0,3832.5440123464905,0.0,2336.165531385096,Carting,True,True,2.161901269240367,1528.8069999999998,1496.3784809613944,25-75km
trip-153860909786408355,IND384265AAB,IND385320AAA,test,FTL,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,Patan_Central_D_2 (Gujarat),Bhabhar_TirupDPP_D (Gujarat),2018-10-03 23:24:57.864330,2018-10-04 00:53:48.545694,2018-10-04 02:53:43.565042,3,85.0,82.0,78.2801,86.0,86.0,75.0,83.59110000000001,86.0,75.0,83.59110000000001,summary_row,1.0,0,Thursday,0,late_night,1.1466666666666667,11.0,1.1466666666666667,test,IND384265AAB->IND385320AAA,1.587777777777778,119.08333333333334,136.94583333333333,0,0.0,0,0.0,FTL,97.70583827670521,5174.9152,97.76405324129618,4210.8262,0.0,6640.502774150578,0.0,5677.286998619444,Carting,True,True,0.05821496459097375,964.0889999999999,963.2157755311346,75-150km
trip-153860909786408355,IND385320AAA,IND385340AAB,test,FTL,thanos::sroute:e7281daf-3cdf-4dc6-be95-95266c9dab67,Bhabhar_TirupDPP_D (Gujarat),Radhanpur_Santalpr_D (Gujarat),2018-10-03 23:24:57.864330,2018-10-04 02:53:43.565042,2018-10-04 03:30:21.541336,2,36.0,36.0,29.7998,36.0,36.0,37.0,29.7998,36.0,37.0,29.7998,summary_row,0.0,2,Thursday,0,late_night,0.972972972972973,-1.0,0.972972972972973,test,IND385320AAA->IND385340AAB,1.2318461946634325,45.578309202547004,52.41505558292905,0,0.0,0,0.0,FTL,32.45571102539451,3453.5936,34.83914881292985,1951.5916,0.0,3940.429265380918,0.0,2474.1788321939475,Carting,True,True,2.3834377875353425,1502.0020000000002,1466.2504331869704,25-75km
trip-153807462781768214,IND683511AAA,IND000000ABA,test,Carting,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Aluva_Peedika_H (Kerala),Cochin_Chtrpuza_D (Kerala),2018-09-27 18:57:07.817933,2018-09-27 18:57:07.817933,2018-09-28 01:58:27.481295,3,36.0,30.0,26.34,36.0,36.0,28.0,24.6111,36.0,28.0,24.6111,summary_row,0.0,18,Thursday,0,evening,1.2857142857142858,8.0,1.2857142857142858,test,IND683511AAA->IND000000ABA,1.4445680385613644,40.447905079718204,46.51509084167593,0,0.0,1,2.3999999999999986,Carting,34.47211488341697,3287.5552,32.118075027018314,1733.6662000000001,0.0,3804.6369232512543,0.0,2215.437325405275,Carting,False,False,-2.354039856398657,1553.8889999999997,0.0,0-25km
trip-153807462781768214,IND000000ABA,IND683565AAA,test,Carting,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Cochin_Chtrpuza_D (Kerala),Kunnathund_Pringla_D (Kerala),2018-09-27 18:57:07.817933,2018-09-28 01:58:27.481295,2018-09-28 03:55:06.214778,2,74.0,18.0,14.562899999999999,75.0,75.0,18.0,14.5628,75.0,18.0,14.5628,summary_row,1.0,1,Friday,0,late_night,4.166666666666667,57.0,4.166666666666667,test,IND000000ABA->IND683565AAA,1.5,27.0,31.049999999999997,1,43.95,1,53.400000000000006,Carting,25.61848052188274,2966.0096,19.926788916191303,1311.6376,0.0,3350.286807828241,0.0,1610.5394337428695,Carting,False,False,-5.691691605691439,1654.3719999999998,0.0,0-25km
trip-153835673562246389,IND530012AAA,IND531001AAA,test,Carting,thanos::sroute:727a00e4-2906-4258-9e0a-d5924339e42a,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Anakapalle_Kothuru_D (Andhra Pradesh),2018-10-01 01:18:55.622696,2018-10-01 01:18:55.622696,2018-10-01 02:30:49.080264,3,41.0,27.0,27.1175,42.0,42.0,21.0,23.3078,42.0,21.0,23.3078,summary_row,1.0,1,Monday,0,late_night,2.0,21.0,2.0,test,IND530012AAA->IND531001AAA,2.015151515151515,42.31818181818182,48.66590909090909,0,0.0,1,16.8,Carting,47.96936899211987,3245.8496,48.041563240136966,1678.9276,0.0,3965.390134881798,0.0,2399.5510486020544,Carting,False,False,0.07219424801709806,1566.922,0.0,0-25km
trip-153835673562246389,IND531001AAA,IND531116AAA,test,Carting,thanos::sroute:727a00e4-2906-4258-9e0a-d5924339e42a,Anakapalle_Kothuru_D (Andhra Pradesh),Narsiptnm_Wardno8_D (Andhra Pradesh),2018-10-01 01:18:55.622696,2018-10-01 02:30:49.080264,2018-10-01 04:28:00.286704,5,82.0,35.0,42.716499999999996,83.0,83.0,37.0,42.7166,83.0,37.0,42.7166,summary_row,1.0,2,Monday,0,late_night,2.2432432432432434,46.0,2.2432432432432434,test,IND531001AAA->IND531116AAA,1.9398148148148149,71.77314814814815,82.53912037037037,1,0.46087962962963047,1,38.6,Carting,70.09881293080002,3866.9312,69.02080018035574,2494.0972,0.0,4918.413393962001,0.0,3529.409202705336,Carting,True,False,-1.0780127504442873,1372.8339999999998,0.0,25-75km
trip-153835673562246389,IND531116AAA,IND530012AAA,test,Carting,thanos::sroute:727a00e4-2906-4258-9e0a-d5924339e42a,Narsiptnm_Wardno8_D (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-10-01 01:18:55.622696,2018-10-01 04:28:00.286704,2018-10-01 07:35:12.649148,7,151.0,57.0,67.6514,153.0,153.0,60.0,67.6514,153.0,60.0,67.6514,summary_row,2.0,4,Monday,0,late_night,2.55,93.0,2.55,test,IND531116AAA->IND530012AAA,2.0,120.0,138.0,1,15.0,1,81.0,Carting,157.97369811555578,4664.8448,158.3384911149774,3541.3588,19.973698115555777,7733.529705777788,20.338491114977387,6628.28335574887,Carting,True,False,0.3647929994216099,1123.4859999999999,0.0,25-75km
trip-153802851786289349,IND781018AAB,IND781022AAA,test,Carting,thanos::sroute:78426d0e-d964-49d2-8510-e89ff181e61b,Guwahati_Hub (Assam),Guwahati_Sixmile (Assam),2018-09-27 06:08:37.863158,2018-09-27 06:08:37.863158,2018-09-27 07:48:23.162692,2,31.0,38.0,38.4116,32.0,32.0,35.0,36.3658,32.0,35.0,36.3658,summary_row,1.0,6,Thursday,0,morning,0.9142857142857143,-3.0,0.9142857142857143,test,IND781018AAB->IND781022AAA,1.4954954954954953,52.342342342342334,60.19369369369368,0,0.0,0,0.0,Carting,51.22625943858213,3663.7056000000002,50.095472893912884,2227.3635999999997,0.0,4432.099491578732,0.0,2978.795693408693,Carting,True,False,-1.1307865446692489,1436.3420000000006,0.0,25-75km
trip-153857203329578153,IND562132AAA,IND560099AAB,test,Carting,thanos::sroute:cfe4ce81-31d0-43cc-931f-c9fc8b46815d,Bangalore_Nelmngla_H (Karnataka),Bengaluru_Bomsndra_HB (Karnataka),2018-10-03 13:07:13.296061,2018-10-03 13:07:13.296061,2018-10-03 18:36:48.014716,5,105.0,52.0,51.0954,107.0,107.0,49.0,49.2899,107.0,49.0,49.2899,summary_row,2.0,13,Wednesday,0,afternoon,2.183673469387755,58.0,2.183673469387755,test,IND562132AAA->IND560099AAB,1.673260073260073,81.98974358974358,94.2882051282051,1,12.711794871794893,1,48.2,Carting,78.91024382475774,4077.2768,87.05010438333082,2770.1758,0.0,5260.930457371366,0.0,4075.9273657499625,Carting,True,False,8.139860558573076,1307.101,0.0,25-75km
trip-153851700364664224,IND301001AAB,IND321001AAB,test,FTL,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,Alwar_Central_I_1 (Rajasthan),Bharatpur_NraynDPP_D (Rajasthan),2018-10-02 21:50:03.646917,2018-10-02 21:50:03.646917,2018-10-03 01:10:42.559068,4,114.0,63.0,72.8078,114.0,114.0,64.0,72.7552,114.0,64.0,72.7552,summary_row,0.0,21,Tuesday,0,night,1.78125,50.0,1.78125,test,IND301001AAB->IND321001AAB,1.812832328961361,116.0212690535271,133.42445941155617,0,0.0,1,37.2,FTL,104.96514041418702,4828.1664,108.28073335184239,3755.7184,0.0,6402.643506212806,0.0,5379.929400277636,Carting,True,True,3.3155929376553672,1072.4479999999999,1022.7141059351698,25-75km
trip-153851700364664224,IND321001AAB,IND321001AAA,test,FTL,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,Bharatpur_NraynDPP_D (Rajasthan),Bharatpur_DC (Rajasthan),2018-10-02 21:50:03.646917,2018-10-03 01:10:42.559068,2018-10-03 02:40:45.629085,2,81.0,31.0,33.7672,81.0,81.0,31.0,33.767199999999995,81.0,31.0,33.767199999999995,summary_row,0.0,1,Wednesday,0,late_night,2.6129032258064515,50.0,2.6129032258064515,test,IND321001AAB->IND321001AAA,1.7413793103448276,53.98275862068966,62.0801724137931,1,18.9198275862069,1,43.800000000000004,FTL,42.02101647049725,3580.5504,46.299329818769145,2118.2223999999997,0.0,4210.865647057459,0.0,2812.712347281537,Carting,True,True,4.278313348271894,1462.3280000000004,1398.1532997759218,25-75km
trip-153851700364664224,IND321001AAA,IND321401AAB,test,FTL,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,Bharatpur_DC (Rajasthan),Bayana_LalBagh_D (Rajasthan),2018-10-02 21:50:03.646917,2018-10-03 02:40:45.629085,2018-10-03 03:28:07.018463,2,38.0,33.0,37.0751,38.0,38.0,34.0,37.075,38.0,34.0,37.075,summary_row,0.0,2,Wednesday,0,late_night,1.1176470588235294,4.0,1.1176470588235294,test,IND321001AAA->IND321401AAB,1.5960832313341493,54.266829865361075,62.40685434516523,0,0.0,0,0.0,FTL,45.18937906209412,3686.4,46.43570185136399,2257.15,0.0,4364.240685931412,0.0,2953.68552777046,Carting,True,True,1.2463227892698683,1429.25,1410.5551581609525,25-75km
trip-153851700364664224,IND321408AAB,IND321606AAA,test,FTL,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,Weir_BsstdDPP_D (Rajasthan),Kherli_GodamDPP_D (Rajasthan),2018-10-02 21:50:03.646917,2018-10-03 04:15:02.993269,2018-10-03 05:45:39.699559,2,66.0,31.0,37.6614,66.0,66.0,32.0,37.6614,66.0,32.0,37.6614,summary_row,0.0,4,Wednesday,0,late_night,2.0625,34.0,2.0625,test,IND321408AAB->IND321606AAA,1.98828125,63.625,73.16874999999999,0,0.0,1,27.6,FTL,64.37042261970477,3705.1648,64.75845974553859,2281.7788,0.0,4670.721139295571,0.0,3253.155696183079,Carting,True,True,0.38803712583381866,1423.386,1417.5654431124926,25-75km
trip-153851700364664224,IND321606AAA,IND301001AAB,test,FTL,thanos::sroute:bca9677c-ee8d-43c6-a4ca-0de0eb09e7f8,Kherli_GodamDPP_D (Rajasthan),Alwar_Central_I_1 (Rajasthan),2018-10-02 21:50:03.646917,2018-10-03 05:45:39.699559,2018-10-03 16:45:47.584633,3,493.0,112.0,122.03190000000001,494.0,494.0,69.0,77.9325,494.0,69.0,77.9325,summary_row,1.0,5,Wednesday,0,late_night,7.159420289855072,425.0,7.159420289855072,test,IND321606AAA->IND301001AAB,4.531400966183575,312.66666666666663,359.5666666666666,1,134.4333333333334,1,411.2,FTL,550.7072465110402,4993.84,456.04923763506605,3973.165,191.14057984437363,19944.368992218682,96.48257096839944,14190.79354841997,Carting,True,True,-94.65800887597419,1020.6750000000002,5753.5754437987125,75-150km
trip-153836180658431866,IND562132AAA,IND560300AAA,test,Carting,thanos::sroute:25115acf-4934-4e64-aa56-85531cadc0d5,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),2018-10-01 02:43:26.584580,2018-10-01 02:43:26.584580,2018-10-01 06:04:51.985590,4,121.0,63.0,44.1397,123.0,123.0,47.0,37.2837,123.0,47.0,37.2837,summary_row,2.0,2,Monday,0,late_night,2.617021276595745,76.0,2.617021276595745,test,IND562132AAA->IND560300AAA,1.8093971631205674,85.04166666666667,97.79791666666667,1,25.202083333333334,1,66.6,Carting,94.90453324666665,3693.0784000000003,106.21933553683819,2265.9154,0.0,5116.6463987,8.421418870171522,4153.955093508575,Carting,True,False,11.314802290171542,1427.1630000000005,0.0,25-75km
trip-153828414962515194,IND000000ACB,IND562132AAA,test,FTL,thanos::sroute:dca6268f-741a-4d1a-b1b0-aab13095a366,Gurgaon_Bilaspur_HB (Haryana),Bangalore_Nelmngla_H (Karnataka),2018-09-30 05:09:09.625407,2018-09-30 05:09:09.625407,2018-10-02 07:36:43.253896,77,2786.0,1747.0,2313.6724,2815.0,2815.0,1510.0,2065.2551000000003,2815.0,1510.0,2065.2551000000003,summary_row,29.0,5,Sunday,1,late_night,1.8642384105960266,1305.0,1.8642384105960266,test,IND000000ACB->IND562132AAA,1.9113636780927268,2886.1591539200176,3319.08302700802,0,0.0,1,1003.0,FTL,2860.0899501143317,68588.16320000001,2861.9511133402216,87440.71420000002,0.0,111489.51245171498,0.0,130369.98090010334,FTL,False,False,1.861163225889868,-18852.551000000007,0.0,300km+
trip-153851057335197888,IND400072AAB,IND400015AAA,test,Carting,thanos::sroute:faef8565-4919-4d38-b5a6-a81f9c1da35c,Mumbai Hub (Maharashtra),Mumbai_CottonGreen_DPC (Maharashtra),2018-10-02 20:02:53.352231,2018-10-02 20:02:53.352231,2018-10-02 22:17:40.451820,2,77.0,17.0,18.7658,77.0,77.0,17.0,18.7659,77.0,17.0,18.7659,summary_row,0.0,20,Tuesday,0,evening,4.529411764705882,60.0,4.529411764705882,test,IND400072AAB->IND400015AAA,3.0396716826265386,51.67441860465116,59.42558139534883,1,17.57441860465117,1,56.6,Carting,45.370394740542395,3100.5088,46.03799553941383,1488.1678,0.0,3781.064721108136,0.0,2178.7377330912072,Carting,False,False,0.6676007988714332,1612.3410000000001,0.0,0-25km
